"Scus94491BpeSegment::scriptSetIndicatorsDisabled","in","bool","disabled","True to disable indicators","none"
"SEffe::scriptAttackEffectToBobjRelative","in","int","parentBobjIndex","The bobj to attach to","none"
"SEffe::scriptAttackEffectToBobjRelative","in","int","parentPartIndex","The model part of the bobj to attach to","none"
"SEffe::scriptGetEffectRotation","in","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptGetEffectRotation","in","int","unused","","none"
"SEffe::scriptGetEffectRotation","out","int","x","The X rotation (PSX degrees)","none"
"SEffe::scriptGetEffectRotation","out","int","y","The Y rotation (PSX degrees)","none"
"SEffe::scriptGetEffectRotation","out","int","z","The Z rotation (PSX degrees)","none"
"SEffe::scriptSetLmbManagerTransformMetrics","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetLmbManagerTransformMetrics","in","int","managerTransformFlags","The flags for whether manager colour and scale are transformed","none"
"SEffe::scriptSetLmbManagerTransformMetrics","in","int","subStepCountMultiplier","Multiplier used with subStepCount to calculate maximum number of sub-steps","none"
"SEffe::scriptSetLmbManagerTransformMetrics","in","int","subStepCount","Base count of sub-steps for secondary LMB processing","none"
"SEffe::scriptSetLmbManagerTransformMetrics","in","int","finalManagerTransformMultiplier","Fip12 multiplier for final manager colour and scale values","none"
"SEffe::scriptAllocateBuggedEffect","in","int","p0","","none"
"SEffe::scriptAllocateBuggedEffect","in","int","p1","","none"
"SEffe::scriptAllocateBuggedEffect","in","int","p2","","none"
"SEffe::scriptAllocateBuggedEffect","in","int","p3","","none"
"SEffe::scriptWaitForXaToLoad","in","int","expectedStage","The expected stage","none"
"SEffe::scriptGetXaLoadingStage","out","int","loadingStage","The stage","none"
"SEffe::scriptPlayXaAudio","in","int","loadingStage","The loading stage","none"
"SEffe::scriptPlayXaAudio","in","int","archiveIndex","The archive index","none"
"SEffe::scriptPlayXaAudio","in","int","fileIndex","The file index","none"
"Battle::scriptLoadCutsceneDeff","in","int","flagsAndIndex","The effect manager's flags in the upper 16 bits, DEFF index in the lower 16 bits","none"
"Battle::scriptLoadCutsceneDeff","in","int","bentIndex","The BattleEntity27c script index","none"
"Battle::scriptLoadCutsceneDeff","in","int","p2","","none"
"Battle::scriptLoadCutsceneDeff","in","int","scriptEntrypoint","The effect manager's entrypoint into this script","none"
"Battle::scriptLoadSpellOrItemDeff","in","int","flagsAndIndex","The effect manager's flags in the upper 16 bits, DEFF index in the lower 16 bits","none"
"Battle::scriptLoadSpellOrItemDeff","in","int","bentIndex","The BattleEntity27c script index","none"
"Battle::scriptLoadSpellOrItemDeff","in","int","p2","","none"
"Battle::scriptLoadSpellOrItemDeff","in","int","scriptEntrypoint","The effect manager's entrypoint into this script","none"
"Battle::scriptLoadEnemyOrBossDeff","in","int","flagsAndIndex","The effect manager's flags in the upper 16 bits, DEFF index in the lower 16 bits","none"
"Battle::scriptLoadEnemyOrBossDeff","in","int","bentIndex","The BattleEntity27c script index","none"
"Battle::scriptLoadEnemyOrBossDeff","in","int","p2","","none"
"Battle::scriptLoadEnemyOrBossDeff","in","int","scriptEntrypoint","The effect manager's entrypoint into this script","none"
"SEffe::scriptConvertRotationYxzToXyz","in","int","unused","","none"
"SEffe::scriptConvertRotationYxzToXyz","in","int","yxzX","The YXZ X rotation (PSX degrees)","none"
"SEffe::scriptConvertRotationYxzToXyz","in","int","yxzY","The YXZ Y rotation (PSX degrees)","none"
"SEffe::scriptConvertRotationYxzToXyz","in","int","yxzZ","The YXZ Z rotation (PSX degrees)","none"
"SEffe::scriptConvertRotationYxzToXyz","out","int","xyzX","The XYZ X rotation (PSX degrees)","none"
"SEffe::scriptConvertRotationYxzToXyz","out","int","xyzY","The XYZ Y rotation (PSX degrees)","none"
"SEffe::scriptConvertRotationYxzToXyz","out","int","xyzZ","The XYZ Z rotation (PSX degrees)","none"
"SEffe::scriptResetDeffManager","in","int","mode","","none"
"SEffe::FUN_8011287c","in","int","scriptIndex","","none"
"SEffe::FUN_8011287c","in","int","partIndex","The model part index","none"
"SEffe::FUN_8011287c","out","int","x","The X rotation (PSX degrees)","none"
"SEffe::FUN_8011287c","out","int","y","The Y rotation (PSX degrees)","none"
"SEffe::FUN_8011287c","out","int","z","The Z rotation (PSX degrees)","none"
"Battle::scriptSetModelShadow","in","int","bobjIndex","The BattleObject or ModelEffect13c index","none"
"Battle::scriptSetModelShadow","in","int","mode","-1 = shadow type 2, -2 = shadow type 3, -3 = shadow type 0, all other values are model part index to attach type 2 shadow to","none"
"Battle::scriptSetBttlShadowSize","in","int","bobjIndex","The battle object index","none"
"Battle::scriptSetBttlShadowSize","in","int","x","The X size (12-bit fixed-point)","none"
"Battle::scriptSetBttlShadowSize","in","int","z","The Z size (12-bit fixed-point)","none"
"Battle::scriptSetBttlShadowOffset","in","int","bobjIndex","The battle object index","none"
"Battle::scriptSetBttlShadowOffset","in","int","x","The X offset","none"
"Battle::scriptSetBttlShadowOffset","in","int","y","The Y offset","none"
"Battle::scriptSetBttlShadowOffset","in","int","z","The Z offset","none"
"SEffe::scriptAllocateShadowEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptUpdateDeffManagerFlags","in","int","flags","OR mask if positive, AND mask if negative","none"
"SEffe::scriptLoadDeffStageEffects","in","int","mode","Unknown","none"
"SEffe::scriptGetEffectTextureMetrics","in","int","typeOrBobjIndex","DEFF type, or battle object index","none"
"SEffe::scriptGetEffectTextureMetrics","in","int","textureIndex","Texture index (only for types 0x100_0000 and 0x300_0000)","none"
"SEffe::scriptGetEffectTextureMetrics","out","int","u","The texture U","none"
"SEffe::scriptGetEffectTextureMetrics","out","int","v","The texture V","none"
"SEffe::scriptGetEffectTextureMetrics","out","int","w","The texture W","none"
"SEffe::scriptGetEffectTextureMetrics","out","int","h","The texture H","none"
"SEffe::scriptSetEffectNormalizeLightMatrixFlag","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetEffectNormalizeLightMatrixFlag","in","bool","set","True to set (enabled), false otherwise (disabled)","none"
"SMap::scriptLoadSobjModelAndAnimation","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptLoadSobjModelAndAnimation","in","int","objectIndex","The map object index (0-n)","none"
"SMap::scriptLoadSobjAnimation","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptLoadSobjAnimation","in","int","animIndex","The anim index","none"
"SMap::scriptGetSobjAnimation","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptGetSobjAnimation","out","int","animIndex","The anim index","none"
"SMap::scriptToggleAnimationDisabled","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptToggleAnimationDisabled","in","bool","disabled","Whether or not the animation is disabled","none"
"SMap::scriptIsAnimationFinished","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptIsAnimationFinished","out","bool","finished","Whether or not the animation is finished","none"
"SMap::scriptFacePoint","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptFacePoint","in","float","x","The X position to face","none"
"SMap::scriptFacePoint","in","float","y","The Y position to face (unused)","none"
"SMap::scriptFacePoint","in","float","z","The Z position to face","none"
"SMap::scriptSetSobjHidden","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptSetSobjHidden","in","bool","hidden","True to hide, false otherwise","none"
"SMap::scriptSobjMoveToPosition","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptSobjMoveToPosition","in","float","x","Movement destination X","none"
"SMap::scriptSobjMoveToPosition","in","float","y","Movement destination Y","none"
"SMap::scriptSobjMoveToPosition","in","float","z","Movement destination Z","none"
"SMap::scriptSobjMoveToPosition","in","int","movementTicks","The number of frames over which to move","none"
"SMap::scriptSobjMoveAlongArc","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptSobjMoveAlongArc","in","float","x","Movement destination X","none"
"SMap::scriptSobjMoveAlongArc","in","float","y","Movement destination Y","none"
"SMap::scriptSobjMoveAlongArc","in","float","z","Movement destination Z","none"
"SMap::scriptSobjMoveAlongArc","in","int","ticks","Movement ticks","none"
"SMap::scriptCheckSobjCollision","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptCheckSobjCollision","out","int","collisionPrimitiveIndex","The collision primitive index that the submap object is intersecting","none"
"SMap::scriptGetSobjIgnoreCollision","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptGetSobjIgnoreCollision","out","int","value","Return value","none"
"SMap::scriptResetClutAnimations","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptResetClutAnimations","in","int","clutAnimationIndex","The CLUT animation index","none"
"SMap::scriptEnableTextureAnimation","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptEnableTextureAnimation","in","int","animatedTextureIndex","The animated texture index","none"
"SMap::scriptDisableClutAnimation","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptDisableClutAnimation","in","int","clutAnimationIndex","The CLUT animation index","none"
"SMap::scriptDisableTextureAnimation","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptDisableTextureAnimation","in","int","animatedTextureIndex","The animated texture index","none"
"SMap::scriptGetSobjMovementType","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptGetSobjMovementType","out","int","value","The return value","none"
"SMap::scriptAttachCameraToSobj","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptAttachCameraToSobj","in","bool","attach","True to attach, false to detach","none"
"SMap::scriptSobjMoveAlongArc2","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptSobjMoveAlongArc2","in","float","x","Movement destination X","none"
"SMap::scriptSobjMoveAlongArc2","in","float","y","Movement destination Y","none"
"SMap::scriptSobjMoveAlongArc2","in","float","z","Movement destination Z","none"
"SMap::scriptSobjMoveAlongArc2","in","int","ticks","Movement ticks","none"
"SMap::scriptSobjMoveAlongArc2","in","float","stepAccelerationY","Y step acceleration","none"
"SMap::scriptGetSobjNobj","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptGetSobjNobj","out","int","numberOfParts","The number of model parts","none"
"SMap::scriptHideModelPart","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptHideModelPart","in","int","partIndex","The model part index","none"
"SMap::scriptShowModelPart","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptShowModelPart","in","int","partIndex","The model part index","none"
"SMap::scriptFaceCamera","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::scriptSetSobjFlag","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::scriptSetSobjFlag","in","int","bitIndex","The flag to set","none"
"SMap::scriptSetSobjFlag","in","bool","value","The flag value","none"
"SMap::scriptGetSobjFlag","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::scriptGetSobjFlag","in","int","bitIndex","The flag to get","none"
"SMap::scriptGetSobjFlag","out","bool","value","The flag value","none"
"SMap::loadInterpolatedSobjAnimation","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::loadInterpolatedSobjAnimation","in","int","animIndex","The animation index","none"
"SMap::loadUninterpolatedSobjAnimation","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::loadUninterpolatedSobjAnimation","in","int","animIndex","The animation index","none"
"SMap::scriptSetSobjIgnoreCollision","in","int","scriptIndex","The SubmapObject210 script index","none"
"SMap::scriptSetSobjIgnoreCollision","in","int","value","The new value","none"
"SMap::scriptSetChapterTitleCardReadyToRender","in","int","originX","X origin position of chapter title","none"
"SMap::scriptSetChapterTitleCardReadyToRender","in","int","originY","Y origin position of chapter title","none"
"SMap::scriptGetChapterTitleCardAnimationComplete","out","int","complete","0 = not complete, 1 = complete","none"
"SMap::scriptLoadChapterTitleCard","in","int","titleNum","The title card index","none"
"SMap::scriptIsChapterTitleCardLoaded","out","bool","loaded","True if loaded, false otherwise","none"
"SMap::scriptSetTitleCardAnimationPauseTicks","in","int","ticks","","none"
"Audio::scriptStartSequenceAndChangeVolumeOverTime","in","int","fadeTime","The number of ticks to fade in","none"
"Audio::scriptStartSequenceAndChangeVolumeOverTime","in","int","volume","The volume once the fade in has finished","none"
"Audio::scriptSssqFadeOut","in","int","fadeTime","The number of ticks to fade out","none"
"Audio::scriptChangeSequenceVolumeOverTime","in","int","fadeTime","The number of ticks to fade for","none"
"Audio::scriptChangeSequenceVolumeOverTime","in","int","volume","The volume once the fade in has finished","none"
"Audio::scriptGetSequenceFlags","out","int","flags","The current sequence's flags","none"
"Audio::scriptGetSssqTempoScale","out","int","tempoScale","The tempo scale","none"
"Audio::scriptSetSssqTempoScale","in","int","tempoScale","The tempo scale","none"
"Audio::scriptGetLoadedSoundFiles","out","int","flags","The loaded file flags","none"
"Audio::scriptGetSequenceVolume","out","int","volume","The volume","none"
"Battle::scriptPlayCombatantSound","in","int","type","1 = player, 2 = monster","none"
"Battle::scriptPlayCombatantSound","in","int","charOrMonsterIndex","The character or monster index","none"
"Battle::scriptPlayCombatantSound","in","int","soundIndex","The sound index","none"
"Battle::scriptPlayCombatantSound","in","int","initialDelay","The initial delay before the sound starts","none"
"Battle::scriptPlayCombatantSound","in","int","repeatDelay","The delay before a sound repeats","none"
"Battle::scriptStopBentSound2","in","int","unused","","none"
"Battle::scriptStopBentSound2","in","int","bentIndex","The BattleEntity27c index","none"
"Battle::scriptStopBentSound2","in","int","soundIndex","The sound index","none"
"Battle::scriptStopBentSound2","in","int","mode","","none"
"Audio::scriptLoadCharacterAttackSounds","in","int","charId","The character ID","none"
"Audio::scriptReplaceMonsterSounds","in","int","monsterId","The monster ID","none"
"Audio::scriptLoadCutsceneSounds","in","int","cutsceneIndex","The cutscene index","none"
"Audio::scriptLoadCutsceneSounds","in","bool","dontStartSequence","If true, the sequence will not be started automatically","none"
"Audio::scriptLoadFinalBattleSounds","in","int","battleProgress","The current stage of the multi-stage final fight (0-3)","none"
"Audio::scriptLoadFinalBattleSounds","in","bool","dontStartSequence","If true, the sequence will not be started automatically","none"
"Battle::scriptAllocateFullScreenOverlay","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateFullScreenOverlay","in","int","startR","The starting red channel","none"
"Battle::scriptAllocateFullScreenOverlay","in","int","startG","The starting green channel","none"
"Battle::scriptAllocateFullScreenOverlay","in","int","startB","The starting blue channel","none"
"Battle::scriptAllocateFullScreenOverlay","in","int","endR","The ending red channel","none"
"Battle::scriptAllocateFullScreenOverlay","in","int","endG","The ending green channel","none"
"Battle::scriptAllocateFullScreenOverlay","in","int","endB","The ending blue channel","none"
"Battle::scriptAllocateFullScreenOverlay","in","int","ticks","The number of ticks before the colour transition finishes","none"
"Battle::scriptRand","out","int","value","The random number","none"
"Battle::scriptRand","in","int","min","The minimum value (inclusive)","none"
"Battle::scriptRand","in","int","max","The maximum value (inclusive)","none"
"Battle::scriptSetWeaponTrailSegmentCount","in","int","effectIndex","The effect index","none"
"Battle::scriptSetWeaponTrailSegmentCount","in","int","count","The segment count","none"
"Battle::scriptRenderColouredQuad","in","int","r","The red channel","none"
"Battle::scriptRenderColouredQuad","in","int","g","The green channel","none"
"Battle::scriptRenderColouredQuad","in","int","b","The blue channel","none"
"Battle::scriptRenderColouredQuad","in","int","translucency","The translucency mode","none"
"Battle::FUN_800cf0b4","in","int","p0","","none"
"Battle::FUN_800cf0b4","in","int","p1","","none"
"Battle::FUN_800cf0b4","in","int","p2","","none"
"Battle::FUN_800cf0b4","in","int","p3","","none"
"Battle::FUN_800cf0b4","in","int","p4","","none"
"SEffe::scriptAllocateParticleEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateParticleEffect","in","int","parentIndex","The parent index","none"
"SEffe::scriptAllocateParticleEffect","in","int","type","Packed value, controls how the particle behaves","none"
"SEffe::scriptAllocateParticleEffect","in","int","count","The particle count","none"
"SEffe::scriptAllocateParticleEffect","in","int","p4","","none"
"SEffe::scriptAllocateParticleEffect","in","int","p5","","none"
"SEffe::scriptAllocateParticleEffect","in","int","p6","","none"
"SEffe::scriptAllocateParticleEffect","in","int","p7","Unknown packed values","none"
"SEffe::scriptAllocateParticleEffect","in","int","behaviourType","Also controls how the particle behaves","none"
"SEffe::scriptSetParticleAcceleration","in","int","mode","","none"
"SEffe::scriptSetParticleAcceleration","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetParticleAcceleration","in","int","accelerationX","The X acceleration","none"
"SEffe::scriptSetParticleAcceleration","in","int","accelerationY","The Y acceleration","none"
"SEffe::scriptSetParticleAcceleration","in","int","accelerationZ","The Z acceleration","none"
"SEffe::scriptSetParticleAcceleration","in","int","accelerationScale","A value multiplied with the acceleration","none"
"Battle::scriptAllocateProjectileHitEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateProjectileHitEffect","in","int","count","The effect count","none"
"Battle::scriptAllocateProjectileHitEffect","in","int","r","The red channel","none"
"Battle::scriptAllocateProjectileHitEffect","in","int","g","The green channel","none"
"Battle::scriptAllocateProjectileHitEffect","in","int","b","The blue channel","none"
"Battle::scriptAllocateAdditionSparksEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateAdditionSparksEffect","in","int","count","The effect count","none"
"Battle::scriptAllocateAdditionSparksEffect","in","int","r","The red channel","none"
"Battle::scriptAllocateAdditionSparksEffect","in","int","g","The green channel","none"
"Battle::scriptAllocateAdditionSparksEffect","in","int","b","The blue channel","none"
"Battle::scriptAllocateAdditionSparksEffect","in","int","distance","","none"
"Battle::scriptAllocateAdditionSparksEffect","in","int","ticks","","none"
"SEffe::scriptAllocateAdditionOverlaysEffect","in","int","attackerIndex","The attacker battle entity index","none"
"SEffe::scriptAllocateAdditionOverlaysEffect","in","int","targetIndex","The target battle entity index","none"
"SEffe::scriptAllocateAdditionOverlaysEffect","in","int","autoCompleteType","0 = normal, 2 = Wargod Calling/Ultimate Wargod","none"
"SEffe::scriptAllocateAdditionOverlaysEffect","in","int","unused","","none"
"SEffe::scriptAllocateAdditionOverlaysEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptGetHitCompletionState","in","int","unused","","none"
"SEffe::scriptGetHitCompletionState","in","int","index","The hit index","none"
"SEffe::scriptGetHitCompletionState","out","int","result","0 = not attempted, 1 = success, -1 = too early, -2 = too late, -3 = wrong button","none"
"Battle::scriptAllocateAdditionStarburstEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateAdditionStarburstEffect","in","int","parentIndex","The parent battle entity index","none"
"Battle::scriptAllocateAdditionStarburstEffect","in","int","rayCount","The number of rays","none"
"Battle::scriptAllocateAdditionStarburstEffect","in","int","type","Controls how the effect behaves","none"
"Battle::FUN_800d1cac","out","int","effectIndex","The new effect manager script index","none"
"Battle::FUN_800d1cf4","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAlterAdditionContinuationState","in","int","effectIndex","The effect index","none"
"SEffe::scriptAlterAdditionContinuationState","in","int","state","0 = counterattack successful, other values unknown","none"
"Battle::scriptAllocateGuardEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateWeaponTrailEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateWeaponTrailEffect","in","int","parentIndex","The battle object index to trail behind","none"
"Battle::scriptAllocateWeaponTrailEffect","in","int","dobjIndex","The model index","none"
"Battle::scriptAllocateRadialGradientEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateRadialGradientEffect","in","int","count","The number of subdivisions in the gradient","none"
"Battle::scriptAllocateRadialGradientEffect","in","int","type","The gradient type","none"
"Battle::scriptAllocateAdditionScript","in","int","charId","The character ID","none"
"Battle::scriptAllocateAdditionScript","in","int","p1","Unknown, -1 will deallocate next tick","none"
"Battle::scriptGetBobjLocalWorldMatrixTranslation","in","int","effectIndex","The effect index","none"
"Battle::scriptGetBobjLocalWorldMatrixTranslation","in","int","partIndex","The model part index","none"
"Battle::scriptGetBobjLocalWorldMatrixTranslation","out","int","x","The X position","none"
"Battle::scriptGetBobjLocalWorldMatrixTranslation","out","int","y","The Y position","none"
"Battle::scriptGetBobjLocalWorldMatrixTranslation","out","int","z","The Z position","none"
"Battle::scriptAllocateSpTextEffect","in","int","p0","","none"
"Battle::scriptAllocateSpTextEffect","both","int","p1","","none"
"Battle::scriptAllocateAdditionNameEffect","in","int","totalSp","The amount of SP gained from this addition","none"
"SMap::scriptSelfInitTmdDust","in","int","shouldRender","Whether effect should be rendered.","none"
"SMap::scriptSelfInitTmdDust","in","int","size","Maximum size of particles.","none"
"SMap::scriptSelfInitTmdDust","in","int","instantiationTicks","New number of ticks before a new particle is instantiated.","none"
"SMap::scriptSelfInitTmdDust","in","int","maxTicks","Number of ticks for which a particle exists.","none"
"SMap::scriptInitTmdDust","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::scriptInitTmdDust","in","bool","shouldRender","Whether effect should be rendered.","none"
"SMap::scriptInitTmdDust","in","int","size","Maximum size of particles.","none"
"SMap::scriptInitTmdDust","in","int","instantiationTicks","New number of ticks before a new particle is instantiated.","none"
"SMap::scriptInitTmdDust","in","int","maxTicks","Number of ticks for which a particle exists.","none"
"SMap::scriptAllocateSmokePlumeEffectData","in","int_array","smokeData","An array of data for the smoke plume particle data struct","none"
"SMap::scriptInitFootprints","in","int","shouldRender","Whether effect should initialize/render (occurs on 1 or 2).","none"
"SMap::scriptAddSavePoint","in","bool","hasSavePoint","True to add a savepoint, false otherwise","none"
"SMap::scriptAddSavePoint","in","float","x","The X position","none"
"SMap::scriptAddSavePoint","in","float","y","The Y position","none"
"SMap::scriptAddSavePoint","in","float","z","The Z position","none"
"SMap::scriptInitOrthoDust","in","int","mode","Determines whether effect is initialized.","none"
"SMap::scriptInitOrthoDust","in","int","size","Size of the particles.","none"
"SMap::scriptInitOrthoDust","in","int","instantiationTicks","Number of ticks before a new particle is instantiated.","none"
"SMap::scriptInitOrthoDust","in","int","maxTicks","Number of ticks for which particle exists.","none"
"SMap::scriptReinitializeSmokePlumeForIntermittentBursts","in","int_array","smokeData","An array of data for the smoke plume particle data struct","none"
"SMap::scriptInitSnowParticleData","in","int","unused","","none"
"SMap::scriptInitSnowParticleData","in","int","stepAngleMax","Maximum value for random angle step.","none"
"SMap::scriptInitSnowParticleData","in","int","translationScaleX","Magnitude of additional x step based on the angle of the particle's trajectory.","none"
"SMap::scriptInitSnowParticleData","in","int","stepXMax","Maximum value of random component used in calculating a particle's x step.","none"
"SMap::scriptInitSnowParticleData","in","int","stepYDivisor","Value used in calculated the size of the y step.","none"
"SMap::FUN_800f1eb8","in","int","p0","","none"
"SMap::scriptAllocateTriangleIndicatorArray","in","int_array","data","The struct data","none"
"SMap::FUN_800f1b64","in","int_array","data","The struct data","none"
"SMap::FUN_800f26c8","in","int","p0","","none"
"SMap::FUN_800f26c8","in","int","p1","","none"
"SMap::FUN_800f26c8","in","int","p2","","none"
"SMap::FUN_800f1d0c","in","int","index","","none"
"SMap::FUN_800f1d0c","in","int","p1","","none"
"SMap::FUN_800f1d0c","in","float","x","","none"
"SMap::FUN_800f1d0c","in","float","y","","none"
"SMap::scriptAllocateSmokeCloudData","in","int","effectState","","none"
"SMap::scriptAllocateSmokeCloudData","in","int","instantiationTicks","Number of ticks before a new particle is instantiated.","none"
"SMap::scriptAllocateSmokeCloudData","in","int","lifecycleTicks","Number of ticks an individual particle exists for.","none"
"SMap::scriptAllocateSmokeCloudData","in","float","offsetBaseX","Static base x-offset of particle instance.","none"
"SMap::scriptAllocateSmokeCloudData","in","float","offsetY","Y-offset of particle instance.","none"
"SMap::scriptAllocateSmokeCloudData","in","int","offsetRandomX","Multiplication factor of randomized component of particle x-offset.","none"
"SMap::scriptAllocateSmokeCloudData","in","float","totalDistance","Distance particle instance travels over lifecycle.","none"
"SMap::scriptAllocateSmokeCloudData","in","float","size","Size of the particle instance.","none"
"SMap::scriptAllocateSmokeCloudData","in","float","sizeChange","Amount the size of the particle instance changes over lifecycle.","none"
"SMap::scriptDeallocateSmokeCloudDataAndEffect","in","int","forceDeallocation","Ensures that structs will be deallocated regardless of _800fe70's value.","none"
"SMap::scriptSetSmokeCloudEffectStateToDontTick","in","int","mode","Sets whether smoke cloud state should be set to stop effect ticking.","none"
"SMap::scriptSetFootprintsInstantiationInterval","in","int","instantiationInterval","Frequency of instantiating new particles.","none"
"SMap::scriptInitLawPodTrail","in","bool","shouldRender","Whether law pod trail should be rendered","none"
"SMap::scriptInitLawPodTrail","in","int","maxSegments","Maximum number of trail segments.","none"
"SMap::scriptInitLawPodTrail","in","int","fadeDelay","Number of ticks before segment begins to fade.","none"
"SMap::scriptInitLawPodTrail","in","int","fadeSteps","Number of ticks over which to fadde segment.","none"
"SMap::scriptInitLawPodTrail","in","int","width","","none"
"SMap::scriptInitLawPodTrail","in","int","translucency","","none"
"SMap::scriptInitLawPodTrail","in","int","r","","none"
"SMap::scriptInitLawPodTrail","in","int","g","","none"
"SMap::scriptInitLawPodTrail","in","int","b","","none"
"SMap::scriptChangeFootprintsMode","in","int","footprintMode","Style of footprint (individual or skid).","none"
"SMap::scriptChangeFootprintsMode","in","int","instantiationTicks","New number of ticks before a new particle is instantiated.","none"
"SMap::scriptChangeFootprintsMode","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::FUN_800f2554","in","int","p0","","none"
"SMap::FUN_800f2554","in","int","p1","","none"
"SMap::scriptDeallocateLawPodTrail","in","bool","shouldDeallocate","Deallocate trail effect when true.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","int","instantiationTicks","Number of ticks before a new particle is instantiated.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","int","lifecycleTicks","Number of ticks an individual particle exists for.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","int","delayTicks","Number of ticks to delay beginning particle instantiation.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","float","x","X-coordinate of particle.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","float","y","Y-coordinate of particle.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","float","z","Z-coordinate of particle.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","int","totalDistance","Distance particle instance travels over lifecycle.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","int","offsetRandomX","Multiplication factor of randomized component of particle x-offset.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","int","size","Size of the particle.","none"
"SMap::scriptAllocateUnusedSmokeEffectData","in","int","sizeChange","Amount the size of the particle changes over lifecycle.","none"
"SEffe::scriptAllocateLensFlareEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","bentIndex","The battle entity to attach to","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","x","The X position","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","y","The Y position","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","z","The Z position","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","deffFlags1","The DEFF flags for layer 1","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","deffFlags2","The DEFF flags for layer 2","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","deffFlags3","The DEFF flags for layer 3","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","deffFlags4","The DEFF flags for layer 4","none"
"SEffe::scriptAllocateLensFlareEffect","in","int","deffFlags5","The DEFF flags for layer 5","none"
"SEffe::scriptAllocateWsDragoonTransformationFeathersEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateWsDragoonTransformationFeathersEffect","in","int","count","The number of feathers","none"
"SEffe::scriptAllocateWsDragoonTransformationFeathersEffect","in","int","deffFlags","The DEFF flags","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","out","int","effectIndex","The new effect manager script index","none"
